역번호,역사명,노선번호,노선명,영문역사명,한자역사명,환승역구분,환승노선번호,환승노선명,역위도,역경도,운영기관명,역사도로명주소,역사전화번호,데이터기준일자
1704,석수역,I4101,경부선,Seoksu,石 水,일반역,,,37.435161,126.902233,한국철도공사,경기도 안양시 만안구 경수대로 1431,1588-7788,2025-04-08
3222,석천사거리,S2802,인천지하철 2호선,Seokcheon Sageori,石泉十字路口,일반역,-,-,37.4569323,126.710383,인천교통공사,인천광역시 남동구 구월로 지하 181 (구월동),032-451-4322,2022-04-30
0815,석촌,S1108,8호선,Seokchon,石村,일반역,,,37.505396,127.106995,서울교통공사,서울특별시 송파구 송파대로 지하439(석촌동),02-6311-8151,2024-12-31
4133,석촌,S1109,수도권  도시철도 9호선,Seokchon,石村,환승역,S1108,수도권  도시철도 8호선,37.505078,127.106944,서울시메트로9호선㈜,서울특별시 송파구 석촌동 209,02-2656-0933,1900-01-00
4132,석촌고분,S1109,수도권  도시철도 9호선,Seokchon Gobun,石村古坟,일반역,,,37.502439,127.096611,서울시메트로9호선㈜,서울특별시 송파구 삼학사로 지하 53 ,02-2656-0932,
0220,선릉,S1102,2호선,Seolleung,宣陵,환승역,I41K1,수도권  광역철도 분당,37.504257,127.048174,서울교통공사,서울특별시 강남구 테헤란로 지하340(삼성동),02-6110-2201,2024-12-31
1023,선릉역,I4105,분당선,Seolleung,宣 陵,환승역,S1102,수도권 도시철도 2호선,37.504479,127.048941,한국철도공사,서울시 강남구 테헤란로 지하 340,1588-7788,2025-04-08
1450,선바위역,I4103,안산과천선,Seonbawi,선바위,일반역,,,37.451854,127.002164,한국철도공사,경기도 과천시 중앙로 440,1588-7788,2025-04-08
4812,선부역,I41WS,서해선,Seonbu,仙府,일반역,,,37.33459,126.81,한국철도공사,경기도 안산시 단원구 선부광장로 34,1588-7788,2025-04-08
4112,선유도,S1109,서울 도시철도 9호선,Seonyudo,仙遊島,일반역,,,37.537778,126.893889,서울특별시 서울시메트로9호선㈜,서울특별시 영등포구 양평로 지하124,02-2656-0912,2024-02-29
4127,선정릉,S1109,수도권  도시철도 9호선,Seonjeongneung,宣靖陵,환승역,I41K1,수인분당선,37.51028,127.0437593,서울시메트로9호선㈜,서울특별시 강남구 선릉로 580,02-2656-0927,1900-01-00
1850,선정릉역,I4105,분당선,Seonjeongneung,宣?陵,환승역,S1109,서울 도시철도 9호선,37.510775,127.043717,한국철도공사,서울시 강남구 선릉로 지하 580(삼성동),1588-7788,2025-04-08
3128,선학,S2801,인천지하철 1호선,Seonhak,仙鶴,일반역,-,-,37.426985,126.698872,인천교통공사,인천광역시 연수구 경원대로 480,032-821-3128,2022-04-30
0115,설화명곡,S2701,대구 도시철도 1호선,SeolhwaMyeonggok,舌化椧谷,일반역,,,35.7986179,128.4893927,대구교통공사,달성군 화원읍 비슬로 2476,053-643-2674,2025-03-31
1711,성균관대역,I4101,경부선,Sungkyunkwan Univ.,成 均 館 大,일반역,,,37.300344,126.970861,한국철도공사,경기도 수원시 장안구 서부로 2149,1588-7788,2025-04-08
1512,성남역,I41K5,경강선,Seongnam,城南,환승역,,GTX-A,37.394709,127.11949,한국철도공사,경기도 성남시 분당구 백현동 545-1,1588-7788,2025-04-08
D016,성복,I11D1,신분당선,Seongbok,星福,일반역,,,37.31374251,127.08057578,경기도 신분당선,경기도 용인시 수지구 수지로 지하134,031)8018-7800,2025-09-30
0221,성서산업단지,S2702,대구 도시철도 2호선,Seongseo Industrial Complex,城西産業團地,일반역,,,35.8518236,128.5071662,대구교통공사,달서구 달구벌대로 지하1280 (이곡동),053-582-6215,2025-03-31
0211,성수,S1102,2호선,Seongsu,聖水,일반역,,,37.544628,127.055983,서울교통공사,서울특별시 성동구 아차산로 100(성수동2가),02-6110-2111,2024-12-31
S120,성신여대입구,L11UI,우이신설선,Sungshin Women's Univ,誠信女大入口,환승역,I1104,수도권 광역철도 4호선,37.59247,127.01656,우이신설경전철운영㈜,서울특별시 성북구 동선동1가 116-1,-,2022-05-25
0418,성신여대입구(돈암),I1104,4호선,Sungshin Women's Univ. (Donam),誠信女大入口(敦岩),일반역,I1104,수도권  광역철도 4호선,37.592882,127.016908,서울교통공사,서울특별시 성북구 동소문로 지하102(동선동4가),02-6110-4181,2024-12-31
1725,성환역,I4101,경부선,Seonghwan,成 歡,일반역,,,36.915781,127.127007,한국철도공사,충남 천안시 서북구 성환읍 성환1로 237-5(성환리 449-128),1588-7788,2025-04-08
1715,세류역,I4101,경부선,Seryu,細 柳,일반역,,,37.244102,127.013772,한국철도공사,경기도 수원시 권선구 정조로 393-1,1588-7788,2025-04-08
1717,세마역,I4101,경부선,Sema,洗 馬,일반역,,,37.187288,127.043279,한국철도공사,경기도 오산시 세마역로 88,1588-7788,2025-04-08
1510,세종대왕릉역,I41K5,경강선,Sejongdaewangneung,世宗大王陵,일반역,,,37.293636,127.570764,한국철도공사,경기도 여주시 능서면 양화로 877,1588-7788,2025-04-08
8008,센텀역,I26K6,동해선,Centum,센텀,일반역,,,35.1793,129.1245,한국철도공사,부산시 해운대구 해운대로 210,1588-7788,2025-04-08
0206,센텀시티,S2602,부산 도시철도 2호선,Centum City,CentumCity,일반역,,,35.16892,129.131764,부산광역시 부산교통공사,부산광역시 해운대구 센텀남대로 지하 76,051-678-6206,2022-11-30
3137,센트럴파크,S2801,인천지하철 1호선,Central Park,-,일반역,-,-,37.392833,126.635002,인천교통공사,인천광역시 연수구 인천타워대로 240,032-451-3187,2022-04-30
1880,소래포구역,I28K1,수인선,Soraepogu,蘇萊浦口,일반역,,,37.400963,126.733533,한국철도공사,인천시 남동구 소래역로 51,1588-7788,2025-04-08
4804,소사역,I41WS,서해선,Sosa,素 砂,환승역,I1101,경인선,37.482755,126.7950654,한국철도공사,경기도 부천시 소사구 경인로 363,1588-7788,2025-04-08
4804,소사역,I1101,경인선,Sosa,素 砂,환승역,I41WS,서해선,37.482755,126.795654,한국철도공사,경기도 부천시 소사구 경인로 363,1588-7788,2025-04-08
4805,소새울역,I41WS,서해선,Sosaeul,소새울,일반역,,,37.4685046,126.797228,한국철도공사,경기도 부천시 소사로 지하 284,1588-7788,2025-04-08
1916,소요산역,I4102,경원선,Soyosan,逍遙山,일반역,,,37.948608,127.061007,한국철도공사,경기도 동두천시 평화로 2925(상봉암동 126),1588-7788,2025-04-08
101,소태,S2901,광주도시철도 1호선,Sotae,所台,일반역,,,35.124108,126.932013,광주교통공사,광주광역시 동구 남문로 지하 587(소태동),062-604-8410,2022-09-02
S111,솔밭공원,L11UI,우이신설선,Solbat Park,松林公園,일반역,,,37.65607,127.01326,우이신설경전철운영㈜,서울특별시 강북구 삼양로 595,-,2022-05-25
S117,솔샘,L11UI,우이신설선,Solsaem,松泉,일반역,,,37.62037,127.01357,우이신설경전철운영㈜,서울특별시 강북구 솔샘로 지하 189,-,2022-05-25
1805,송내역,I1101,경인선,Songnae,松 內,일반역,,,37.487626,126.753045,한국철도공사,경기도 부천시 소사구 송내대로 43,1588-7788,2025-04-08
1886,송도역,I28K1,수인선,Songdo,松島,일반역,,,37.429714,126.654486,한국철도공사,인천시 연수구 비류대로 175(옥련동),1588-7788,2025-04-08
3139,송도달빛축제공원,S2801,인천지하철 1호선,Songdo Moonlight Festival Park,松島달빛祝祭公園,일반역,-,-,37.40687495,126.6260537,인천교통공사,인천광역시 연수구 송도동 340,032-451-3189,2022-04-30
U124,송산,L41U1,의정부,Songsan,松山,일반역,,,37.7371698,127.0872755,의정부경량전철㈜,경기도 의정부시 충의로 59,031-820-1000,2023-09-04
0513,송정,S1105,5호선,Songjeong,松亭,일반역,,,37.561201,126.812052,서울교통공사,서울특별시 강서구 공항대로 지하33(공항동),02-6311-5131,2024-12-31
8011,송정역,I26K6,동해선,Songjeong,松 亭,일반역,,,35.187832,129.202069,한국철도공사,부산시 해운대구 해운대로 1147,1588-7788,2025-04-08
116,송정공원,S2901,광주도시철도 1호선,Songjeong Park,松汀公園,일반역,,,35.143565,126.799245,광주교통공사,광주광역시 광산구 상무대로 지하 314-99(송정동),062-604-8560,2022-09-02
1721,송탄역,I4101,경부선,Songtan,松 炭,일반역,,,37.075376,127.054397,한국철도공사,경기도 평택시 신장동 송탄공원로 43,1588-7788,2025-04-08
0816,송파,S1108,8호선,Songpa,松坡,일반역,,,37.49978,127.11212,서울교통공사,서울특별시 송파구 송파대로 지하354(가락동),02-6311-8161,2024-12-31
4134,송파나루,S1109,수도권  도시철도 9호선,Songpanaru,松坡渡口,일반역,,,37.51055,127.112451,서울시메트로9호선㈜,서울특별시 송파구 백제고분로 지하 446,02-2656-0934,
0122,송현,S2701,대구 도시철도 1호선,Songhyeon,松峴,일반역,,,35.831092,128.551755,대구교통공사,달서구 월배로 지하412 (송현동),053-626-7730,2025-03-31
1856,수내역,I4105,분당선,Sunae,藪 內,일반역,,,37.378435,127.114216,한국철도공사,경기도 성남시 분당구 성남대로 지하 491(수내동),1588-7788,2025-04-08
0711,수락산,S1107,7호선,Suraksan,水落山,일반역,,,37.677804,127.055314,서울교통공사,서울특별시 노원구 동일로 지하1662(상계동),02-6311-7111,2024-12-31
0017,수로왕릉,L48B1,부산김해경전철,Royal Tomb of King Suro,首露王陵,일반역,,,35.2328215,128.8721409,부산-김해경전철㈜,경상남도 김해시 김해대로 2181,055-310-9617,2022-04-27
1763,수리산역,I4103,안산과천선,Surisan,修理山,일반역,,,37.350297,126.925537,한국철도공사,경기도 군포시 번영로 385,1588-7788,2025-04-08
1267,수색역,I4108,경의중앙선,Susaek,水 色,일반역,,,37.580855,126.895681,한국철도공사,서울시 은평구 수색로 261-1,1588-7788,2025-04-08
0349,수서,I1103,3호선,Suseo,水西,환승역,I41K1,수도권  광역철도 분당,37.4875,127.101924,서울교통공사,서울특별시 강남구 광평로 지하270(수서동),02-6110-3491,2024-12-31
1030,수서역,I4105,분당선,Suseo,水 西,환승역,I1103,"수도권 광역철도 3호선, GTX-A",37.487633,127.101118,한국철도공사,서울시 강남구 광평로 지하 270(수서동),1588-7788,2025-04-08
0335,수성구민운동장,S2703,대구 도시철도 3호선,Suseong District Stadium,壽城區民運動場,일반역,,,35.85240979,128.6251246,대구교통공사, 수성구 동대구로 248(범어동),053-640-7581,2025-03-31
0234,수성구청(KBS),S2702,대구 도시철도 2호선,"Suseong-gu Office
(KBS)",壽城區廳,일반역,,,35.85874022,128.6359517,대구교통공사,수성구 달구벌대로 지하2500 (범어동),053-756-7822,2025-03-31
0338,수성못(TBC),S2703,대구 도시철도 3호선,Suseongmot(TBC),한자가없음,일반역,,,35.83135605,128.6232167,대구교통공사, 수성구 동대구로 14(지산동),053-640-7611,2025-03-31
0334,수성시장,S2703,대구 도시철도 3호선,Suseong Market,壽城市場,일반역,,,35.85431676,128.6160292,대구교통공사, 수성구 명덕로 420(수성동2가),053-640-7581,2025-03-31
0238,수성알파시티(삼성라이온즈파크),S2702,대구 도시철도 2호선,"Suseong Alpha City
(Samsung Lions Park)",壽城알파시티,일반역,,,35.842718,128.67999,대구교통공사,수성구 달구벌대로 지하2950 (연호동),053-791-0881,2025-03-31
0403,수안,L2604,부산 경량도시철도 4호선,Suan,壽安,일반역,,,35.20183,129.08378,부산광역시 부산교통공사,부산광역시 동래구 충렬대로 지하 223,051-678-6403,2022-11-30
0208,수영,S2602,부산 도시철도 2호선,Suyeong,水營,환승역,S2602+S2603,부산 도시철도 2호선+부산 도시철도 3호선,35.16578,129.114842,부산광역시 부산교통공사,부산광역시 수영구 수영로 지하 677,051-678-6208,2022-11-30
0301,수영,S2603,부산 도시철도 3호선,Suyeong,水營,환승역,S2602+S2603,부산 도시철도 2호선+부산 도시철도 3호선,35.16775,129.11458,부산광역시 부산교통공사,부산광역시 수영구 수영로 677,051-678-6301,2022-11-30
1713,수원역,I4101,경부선,Suwon,水 原,환승역,I28K1,수인선,37.266162,126.999821,한국철도공사,경기도 수원시 팔달구 덕영대로 924,1588-7788,2025-04-08
1846,수원역(분당),I4105,분당선,Suwon,水 原,환승역,I4101,경부선,37.266162,127.000082,한국철도공사,경기도 수원시 팔달구 덕영대로 944,1588-7788,2025-04-08
1871,수원시청역,I4105,분당선,Suwon City Hall,水原市廳,일반역,,,37.261941,127.030736,한국철도공사,경기도 수원시 권선구 효원로 270,1588-7788,2025-04-08
0414,수유(강북구청),I1104,4호선,Suyu (Gangbuk-gu Office),水踰(江北區廳),일반역,,,37.637727,127.025371,서울교통공사,서울특별시 강북구 도봉로 지하338(수유동),02-6110-4141,2024-12-31
0234,수정,S2602,부산 도시철도 2호선,Sujeong,水亭,일반역,,,35.22336,129.00922,부산광역시 부산교통공사,부산광역시 북구 금곡대로 지하160 ,051-678-6234,2022-11-30
D015,수지구청,I11D1,신분당선,Suji-gu Office,水枝區廳,일반역,,,37.32250096,127.09477813,경기도 신분당선,경기도 용인시 수지구 풍덕천로 지하120 ,031)8018-7790,2025-09-30
0826,수진,S1108,8호선,Sujin,壽進,일반역,,,37.437575,127.140936,서울교통공사,경기도 성남시 수정구 산성대로 지하200(수진동),02-6311-8261,2024-12-31
0427,숙대입구(갈월),I1104,4호선,Sookmyung Women's Univ. (Garwol),淑大入口(葛月),일반역,,,37.5447834,126.9721,서울교통공사,서울특별시 용산구 한강대로 지하306(갈월동),02-6110-4271,2024-12-31
0312,숙등,S2603,부산 도시철도 3호선,Sukdeung,淑嶝,일반역,,,35.21197,129.01275,부산광역시 부산교통공사,부산광역시 북구 만덕대로 지하 79,051-678-6312,2022-11-30
0738,숭실대입구(살피재),S1107,7호선,Soongsil Univ. (Salpijae),崇實大入口(살피재),일반역,,,37.496258,126.953649,서울교통공사,서울특별시 동작구 상도로 지하378(상도동),02-6311-7381,2024-12-31
1889,숭의역,I28K1,수인선,Sungui,崇 義,일반역,,,37.460891,126.638035,한국철도공사,인천시 남구 인주대로 지하6,1588-7788,2025-04-08
3219,시민공원,S2802,인천지하철 2호선,Citizens Park,市民公園,일반역,-,-,37.458339,126.6810091,인천교통공사,인천광역시 미추홀구 경인로 371 (주안동),032-451-4319,2022-04-30
4814,시우역,I41WS,서해선,Siu,時雨,일반역,,,37.3130967,126.795503,한국철도공사,경기도 안산시 단원구 동산로 지하 50,1588-7788,2025-04-08
0132,시청,I4101,1호선,City Hall,市廳,환승역,S1102,수도권  도시철도 2호선,37.565211,126.977207,서울교통공사,서울특별시 중구 세종대로 지하101(정동),02-6110-1321,2024-12-31
0111,시청,S3001,대전 도시철도 1호선,City Hall,市廳,일반역,,,36.351673,127.386739,대전교통공사,대전광역시 서구 둔산중로 지하 55(둔산동),042-539-3611,2022-05-09
0201,시청,S1102,2호선,City Hall,市廳,환승역,I4101,수도권  광역철도 1호선,37.563534,126.975271,서울교통공사,서울특별시 중구 서소문로 지하127(서소문동),02-6110-2011,2024-12-31
0122,시청(연제),S2601,부산 도시철도 1호선,City Hall,市廳,일반역,,,35.17972,129.07667,부산광역시 부산교통공사,부산광역시 연제구 중앙대로 지하 1017,051-678-6122,2022-11-30
Y117,시청·용인대,L41E1,에버라인,Yongin City Hall·Yongin Univ.,市廳∙龍仁大,일반역,L41E1,수도권  경량도시철도 에버라인,37.23944203,127.1788851,경기도 용인경전철,경기도 용인시 처인구 중부대로 1199-1,031-329-3573,2025-03-25
4810,시흥능곡역,I41WS,서해선,Siheung Neunggok,始興陵谷,일반역,,,37.3699903,126.808594,한국철도공사,경기도 시흥시 시흥대로 지하 327,1588-7788,2025-04-08
4806,시흥대야역,I41WS,서해선,Siheung Daeya,始興大也,일반역,,,37.4504787,126.793142,한국철도공사,경기도 부천시 소사로 지하 120,1588-7788,2025-04-08
4809,시흥시청역,I41WS,서해선,Siheung City Hall,始興市廳,일반역,,,37.3814109,126.805946,한국철도공사,경기도 시흥시 시흥대로 지하 467,1588-7788,2025-04-08
1864,신갈역,I4105,분당선,Singal,新 葛,일반역,,,37.286127,127.111311,한국철도공사,경기도 용인시 기흥구 기흥로 136,1588-7788,2025-04-08
3108,신검단중앙,S2801,인천지하철 1호선,Singeomdanjungang,新黔丹中央,일반역,-,-,37.6026,126.698611,인천교통공사,인천광역시 서구 원당로652,032-567-0311,2025-06-30
0538,신금호,S1105,5호선,Singeumho,新金湖,일반역,,,37.554504,127.020403,서울교통공사,서울특별시 성동구 금호로 지하154(금호동2가),02-6311-5381,2024-12-31
0143,신기,S2701,대구 도시철도 1호선,Singi,新基,일반역,,,35.866761,128.701724,대구교통공사,동구 안심로 지하159 (신기동),053-962-7773,2025-03-31
1032,신길역,I4101,경부선,Singil,新 吉,환승역,S1105,수도권 도시철도 5호선,37.517018,126.917743,한국철도공사,서울시 영등포구 영등포로 327,1588-7788,2025-04-08
0525,신길,S1105,5호선,Singil,新吉,환승역,I4101,수도권  광역철도 1호선,37.51763,126.914886,서울교통공사,서울특별시 영등포구 경인로114가길 지하9(영등포동1가),02-6311-5251,2024-12-31
0648,신내,S1106,6호선,Sinnae,新內,일반역,,,37.612571,127.104326,서울교통공사,서울특별시 중랑구 용마산로136길 33 신내차량기지,02-6311-6481,2024-12-31
1311,신내역,I41K2,경춘선,Sinnae,新 內,환승역,S1106,6호선,37.612855,127.103277,한국철도공사,서울시 중랑구 망우동 320-2,1588-7788,2025-04-08
4125,신논현,S1109,서울 도시철도 9호선,Sinnonhyeon,新論峴,환승역,I11D1,신분당선,37.504444,127.024417,서울특별시 서울시메트로9호선㈜,서울특별시 강남구 봉은사로 지하102,02-2656-0925,2024-02-29
D006,신논현,I11D1,신분당선,Sinnonhyeon,新論峴,환승역,I11D1,수도권 광역철도 신분당선,37.50405543,127.0247306,경기도 신분당선,서울특별시 강남구 강남대로 302-2,02) 810-5850,2025-09-30
2112,신답,S1121,2호선,Sindap,新踏,일반역,,,37.569847,127.047048,서울교통공사,서울특별시 성동구 천호대로 232(용답동),02-6110-1351,2024-12-31
0206,신당,S1102,2호선,Sindang,新堂,환승역,S1106,수도권  도시철도 6호선,37.565675,127.0194259,서울교통공사,서울특별시 중구 퇴계로 지하431-1(신당동),02-6110-2061,2024-12-31
0635,신당,S1106,6호선,Sindang,新堂,환승역,S1102,수도권  도시철도 2호선,37.566174,127.016158,서울교통공사,서울특별시 중구 다산로 지하260(흥인동),02-6311-6351,2024-12-31
0231,신대방,S1102,2호선,Sindaebang,新大方,일반역,,,37.487604,126.913479,서울교통공사,서울특별시 동작구 대림로 2(신대방동),02-6110-2311,2024-12-31
0741,신대방삼거리,S1107,7호선,Sindaebangsamgeori,新大方삼거리,일반역,,,37.499717,126.928218,서울교통공사,서울특별시 동작구 상도로 지하76(대방동),02-6311-7411,2024-12-31
1007,신도림역,I4101,경부선,Sindorim,新道林,환승역,S1102,수도권 도시철도 2호선,37.508983,126.891513,한국철도공사,서울시 구로구 새말로 117-21,1588-7788,2025-04-08
0234,신도림,S1102,2호선,Sindorim,新道林,환승역,I4101+S1122,수도권  광역철도 1호선+수도권 도시철도 2호선,37.508815,126.891222,서울교통공사,서울특별시 구로구 새말로 지하 117-21(신도림동),02-6110-2341,2024-12-31
1507,신둔도예촌역,I41K5,경강선,Sindundoyechon,新屯陶藝村,일반역,,,37.315499,127.405251,한국철도공사,경기도 이천시 신둔면 남정로 55,1588-7788,2025-04-08
0230,신림,S1102,2호선,Sillim,新林,일반역,,,37.484216,126.929573,서울교통공사,서울특별시 관악구 남부순환로 지하1614(신림동),02-6110-2301,2024-12-31
S408,신림,L11SL,수도권 경량도시철도 신림선,Sillim,新林,환승역,S1102,수도권  도시철도 2호선,37.484890755,126.92960992,남서울경전철 주식회사,서울특별시 관악구 남부순환로 지하1614 (신림동),02-890-2227~8,2025-09-23
0240,신매,S2702,대구 도시철도 2호선,Sinmae,新梅,일반역,,,35.8408,128.705,대구교통공사,수성구 달구벌대로 지하3180 (매호동),053-791-0898,2025-03-31
4111,신목동,S1109,서울 도시철도 9호선,Sinmokdong,新木洞,일반역,,,37.544167,126.883056,서울특별시 서울시메트로9호선㈜,서울특별시 양천구 목동중앙로 지하217,02-2656-0911,2024-02-29
4122,신반포,S1109,서울 도시철도 9호선,Sinbanpo,新盤浦	,일반역,,,37.5035033,126.996044,서울특별시 서울시메트로9호선㈜,서울특별시 서초구 신반포로 지하105,02-2656-0922,2024-02-29
4104,신방화,S1109,서울 도시철도 9호선,Sinbanghwa,新傍花,일반역,,,37.5675,126.816667,서울특별시 서울시메트로9호선㈜,서울특별시 강서구 방화대로 지하301,02-2656-0904,2024-02-29
0337,신사,I1103,3호선,Sinsa,新沙,일반역,,,37.516438,127.020247,서울교통공사,서울특별시 강남구 도산대로 지하102(신사동),02-6110-3371,2024-12-31
D004,신사,I11D1,신분당선,Sinsa,新沙,환승역,I11D1,수도권 광역철도 신분당선,37.51612526,127.0195609,경기도 신분당선,서울특별시 강남구 강남대로 620-2,02) 810-5870,2025-09-30
0126,신설동,I4101,1호선,Sinseoldong,新設洞,환승역,S1102,수도권  도시철도 2호선,37.576117,127.02471,서울교통공사,서울특별시 동대문구 왕산로 지하1(신설동),02-6110-1261,2024-12-31
2114,신설동,S1121,2호선,Sinseoldong,新設洞,일반역,S1121,수도권  도시철도 2호선,37.574653,127.025158,서울교통공사,서울특별시 동대문구 왕산로 지하 1(신설동),02-6110-1371,2024-12-31
S122,신설동,L11UI,우이신설선,Sinseol-dong,新設洞,환승역,I4101,수도권 광역철도 1호선,37.57659,127.023221,우이신설경전철운영㈜,서울특별시 동대문구 신설동 132-259,-,2022-05-25
3129,신연수,S2801,인천지하철 1호선,Sinyeonsu,新延壽,일반역,-,-,37.418032,126.693853,인천교통공사,인천광역시 연수구 경원대로 368,032-813-3129,2022-04-30
0429,신용산,I1104,4호선,Sinyongsan,新龍山,일반역,,,37.52909,126.96788,서울교통공사,서울특별시 용산구 한강대로 지하112(한강로2가),02-6110-4291,2024-12-31
1213,신원역,I4108,경의중앙선,Sinwon,新 院,일반역,,,37.525921,127.372745,한국철도공사,경기도 양평군 양서면 신원역길 7  _x000D_,1588-7788,2025-04-08
1017,신이문역,I4102,경원선,Sinimun,新里門,일반역,,,37.601829,127.067347,한국철도공사,서울시 동대문구 한천로 472(이문로 7),1588-7788,2025-04-08
0098,신장림,S2601,부산 도시철도 1호선,Sinjangnim,新長林,일반역,,,35.074222,128.976538,부산광역시 부산교통공사,부산광역시 사하구 다대로 지하310,051-678-6198,2022-11-30
0519,신정(은행정),S1105,5호선,Sinjeong (Eunhaengjeong),新亭(銀杏亭),일반역,,,37.525001,126.856176,서울교통공사,서울특별시 양천구 오목로 지하179(신정동),02-6311-5191,2024-12-31
2343,신정네거리,S1122,2호선,Sinjeongnegeori,新亭네거리,일반역,,,37.520218,126.852849,서울교통공사,서울특별시 양천구 중앙로 지하261(신정동),02-6110-2461,2024-12-31
3756,신중동,S1107,도시철도 7호선,Sinjung-dong,新中洞,일반역,,,37.503081,126.776161,인천교통공사,경기도 부천시 원미구 길주로 지하 314 (중동),032-451-1333,2022-04-30
1408,신창(순천향대)역,I4401,장항선,Sinchang (Soonchunhyang Univ.),新昌,일반역,,,36.769213,126.950129,한국철도공사,충남 아산시 신창면 행목로 50,1588-7788,2025-04-08
4807,신천역,I41WS,서해선,Sincheon,新川,일반역,,,37.4391147,126.786835,한국철도공사,경기도 시흥시 서해안로 지하 1670,1588-7788,2025-04-08
0134,신천(경북대입구),S2701,대구 도시철도 1호선,"Sincheon
(Kyungpook Nat’l Univ.)",新川(慶北大入口),일반역,,,35.874527,128.617244,대구교통공사,동구 동부로 지하41 (신천동),053-756-7706,2025-03-31
0240,신촌(지하),S1102,2호선,Sinchon,新村,일반역,,,37.555153,126.93689,서울교통공사,서울특별시 마포구 신촌로 지하90(노고산동),02-6110-2401,2024-12-31
1252,신촌역,I4108,경의중앙선,Sinchon,新 村,일반역,,,37.559768,126.942308,한국철도공사,서울특별시 서대문구 신촌역로 30 신촌민자역사,1588-7788,2025-04-08
0101,신평,S2601,부산 도시철도 1호선,Sinpyeong,新平,일반역,,,35.09556,128.96056,부산광역시 부산교통공사,부산광역시 사하구 하신번영로 140,051-678-6101,2022-11-30
1890,신포역,I28K1,수인선,Sinpo,新 浦,일반역,,,37.468442,126.624509,한국철도공사,인천시 중구 우현로 지하 3,1588-7788,2025-04-08
0743,신풍,S1107,7호선,Sinpung,新豊,일반역,,,37.500107,126.909806,서울교통공사,서울특별시 영등포구 신풍로 지하27(신길동),02-6311-7431,2024-12-31
8010,신해운대역,I26K6,동해선,Sinhaeundae,新海雲臺,일반역,,,35.181832,129.176696,한국철도공사,부산시 해운대구 장산로 427,1588-7788,2025-04-08
4808,신현역,I41WS,서해선,Sinhyeon,新峴,일반역,,,37.4091399,126.78788,한국철도공사,경기도 시승시 신현로 12번길 지하 2-10,1588-7788,2025-04-08
0102,신흥,S3001,대전 도시철도 1호선,Sinheung,新興,일반역,,,36.319652,127.448792,대전교통공사,대전광역시 동구 옥천로 지하 70 (판암동),042-539-3602,2022-05-09
0825,신흥,S1108,8호선,Sinheung,新興,일반역,,,37.440952,127.14759,서울교통공사,경기도 성남시 수정구 산성대로 지하280(신흥동),02-6311-8251,2024-12-31
0413,쌍문,I1104,4호선,Ssangmun,雙門,일반역,,,37.648274,127.034381,서울교통공사,서울특별시 도봉구 도봉로 지하 486-1(창동),02-6110-4131,2024-12-31
1402,쌍용(나사렛대)역,I4401,장항선,Ssangyong(Korea Nazarene Univ.),雙龍(拿撒勒大),일반역,,,36.793745,127.121363,한국철도공사,충청남도 천안시 서북구 쌍용19로 20  _x000D_,1588-7788,2025-04-08
111,쌍촌,S2901,광주도시철도 1호선,Ssangchon,雙村,일반역,,,35.151793,126.869519,광주교통공사,광주광역시 서구 상무대로 지하 983(쌍촌동),062-604-8510,2022-09-02
3109,"아라(북부법원, 검찰청)",S2801,인천지하철 1호선,Ara(Northern District Court․Prosecutors' Office),아라(北部法院․檢察廳),일반역,-,-,37.592222,126.713333,인천교통공사,인천광역시 서구 당하동 1238,032-567-0310,2025-06-30
1403,아산역,I4401,장항선,Asan,牙 山,일반역,,,36.792195,127.104384,한국철도공사,충남 아산시 배방읍 희망로 90(장재리 325-3),1588-7788,2025-04-08
3209,아시아드경기장,S2802,인천지하철 2호선,Asiad Stadium,亞運會賽場,일반역,-,-,37.551373,126.677075,인천교통공사,인천광역시 서구 서곶로 382 (연희동),032-451-4309,2022-04-30
1215,아신역,I4108,경의중앙선,Asin,我 新,일반역,,,37.513954,127.443238,한국철도공사,경기도 양평군 옥천면 아신역길 1길 23-3,1588-7788,2025-04-08
0137,아양교(대구국제공항입구),S2701,대구 도시철도 1호선,"Ayanggyo
(Daegu Int’l Airport)","峨洋橋
(大邱國際空港)",일반역,,,35.887208,128.639572,대구교통공사,동구 아양로 지하245 (신암동),053-942-7724,2025-03-31
0545,아차산(어린이대공원후문),S1105,5호선,Achasan (Rear Entrance to Seoul Children's Grand Park),峨嵯山(어린이大公園後門),일반역,,,37.552005,127.089609,서울교통공사,서울특별시 광진구 천호대로 지하657(능동),02-6311-5451,2024-12-31
0242,아현,S1102,2호선,Ahyeon,阿峴,일반역,,,37.557407,126.956079,서울교통공사,서울특별시 마포구 신촌로 지하270(아현동),02-6110-2421,2024-12-31
0328,안국,I1103,3호선,Anguk,安國,일반역,,,37.576562,126.98547,서울교통공사,서울특별시 종로구 율곡로 지하62(안국동),02-6110-3281,2024-12-31
8006,안락역,I26K6,동해선,Allak,安 樂,일반역,,,35.196007,129.101062,한국철도공사,부산광역시 동래구 안락동 201-2,1588-7788,2025-04-08
1759,안산역,I4103,안산과천선,Ansan,安 山,환승역,I28K1,수인선,37.327006,126.788748,한국철도공사,경기도 안산시 단원구 중앙대로 462,1588-7788,2025-04-08
